Clause-11	 : ['offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve', 'request', 'provide', 'contact', 'apologise', 'happy', 'fund', 'information', 'action', 'team', 'access', 'transfer', 'inform', 'complete', 'seek', 'deposit', 'request', 'provide', 'contact', 'apologise', 'happy', 'fund', 'information', 'action', 'team', 'access', 'transfer', 'inform', 'complete', 'seek', 'deposit'] 
Clause-12_20	 : ['payment', 'change', 'loan', 'payments', 'set', 'date', 'statements', 'process', 'statement', 'application', 'new', 'concern', 'mortgage', 'month', 'come', 'point', 'frequent_flyer', 'happy', 'apply', 'reward', 'black', 'eligible', 'platinum', 'rewards_points', 'qantas', 'transfer', 'k_bonus', 'earn', 'happy_resolution', 'gwg', 'service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help'] 
Clause-13	 : ['request', 'provide', 'contact', 'apologise', 'happy', 'fund', 'information', 'action', 'team', 'access', 'transfer', 'inform', 'complete', 'seek', 'deposit', 'service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'pay', 'loan', 'offset', 'settlement', 'set', 'need', 'mortgage', 'month', 'inform', 'arrears', 'debt', 'work', 'property', 'agree', 'money'] 
Clause-14a	 : ['point', 'frequent_flyer', 'happy', 'apply', 'reward', 'black', 'eligible', 'platinum', 'rewards_points', 'qantas', 'transfer', 'k_bonus', 'earn', 'happy_resolution', 'gwg', 'fee', 'annual_fee', 'statement', 'credit', 'charge', 'happy', 'late_payment', 'receive', 'issue', 'explain', 'cash_advance', 'reverse', 'late', 'waive', 'incur', 'credit', 'application', 'unhappy', 'like', 'decline', 'balance', 'apologise', 'issue', 'change', 'new', 'insurance', 'seek', 'check', 'good', 'clear'] 
Clause-14b	 : ['service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'fee', 'annual_fee', 'statement', 'credit', 'charge', 'happy', 'late_payment', 'receive', 'issue', 'explain', 'cash_advance', 'reverse', 'late', 'waive', 'incur', 'open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking'] 
Clause-15	 : ['open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking', 'service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve'] 
Clause-16	 : ['service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking', 'offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve'] 
Clause-17	 : ['fee', 'annual_fee', 'statement', 'credit', 'charge', 'happy', 'late_payment', 'receive', 'issue', 'explain', 'cash_advance', 'reverse', 'late', 'waive', 'incur', 'fee', 'pay', 'refund', 'time', 'waive', 'month', 'years', 'tell', 'new', 'gwg', 'want', 'product', 'monthly', 'state', 'overdraw', 'offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve'] 
Clause-18	 : ['service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking', 'offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve'] 
Clause-18.1	 : ['point', 'frequent_flyer', 'happy', 'apply', 'reward', 'black', 'eligible', 'platinum', 'rewards_points', 'qantas', 'transfer', 'k_bonus', 'earn', 'happy_resolution', 'gwg', 'offer', 'staff', 'apply', 'tell', 'point', 'eligible', 'accept', 'provide', 'bonus_points', 'bonus', 'apologise', 'months', 'seek', 'ask', 'staff_member', 'open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking'] 
Clause-18.2	 : ['open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking', 'service', 'branch', 'poor_service', 'staff', 'financial_ombudsman', 'phone', 'time', 'provide', 'experience', 'like', 'ask', 'tell', 'speak', 'manager', 'help', 'offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve'] 
Clause-18.3_19	 : ['offset', 'fund', 'issue', 'end', 'internet_banking', 'cheque', 'balance', 'access', 'transfer', 'home_loan', 'link', 'new', 'send', 'set', 'resolve', 'open', 'branch', 'happy', 'apologise', 'dispute', 'money', 'issue', 'transaction', 'deposit', 'process', 'contact', 'cheque', 'wife', 'receive', 'internet_banking', 'credit', 'application', 'unhappy', 'like', 'decline', 'balance', 'apologise', 'issue', 'change', 'new', 'insurance', 'seek', 'check', 'good', 'clear'] 
